ID;parque;idade;sexo;cidade;estadocivil;escolar;ocupacao;renda;qdepend;objetivo;freqvis;infraestrutura;tamanho;sombra;temperatura;lance1;resp1;lance2;resp2;bidl;bidh
;lagoaaraca;39;2;recife;;19;2;954;;7;2;;;;;16;1;19;1;4;19
;lagoaaraca;27;2;recife;;22;5;477;;7;2;;;;;45;0;43;0;43;52
;lagoaaraca;42;1;recife;;20;1;954;;3;7;;;;;46;0;44;0;44;53
;lagoaaraca;31;2;recife;;20;2;1431;;7;2;;;;;38;0;32;0;32;44
;lagoaaraca;42;1;recife;;20;2;1431;;7;2;;;;;43;0;40;0;40;50
;lagoaaraca;24;1;recife;;16;6;954;;7;6;;;;;8;1;10;1;3;10
;lagoaaraca;22;2;recife;;16;6;954;;7;6;;;;;37;0;31;0;31;43
;lagoaaraca;42;1;recife;;15;6;954;;7;1;;;;;17;0;14;0;14;21
;lagoaaraca;72;1;recife;;16;6;2385;;3;7;;;;;23;0;16;0;16;28
;lagoaaraca;64;2;recife;;6;6;954;;3;6;;;;;22;0;14;1;14;27
;lagoaaraca;31;2;recife;;17;2;954;;3;6;;;;;28;0;17;0;17;33
;lagoaaraca;26;2;recife;;16;2;954;;3;6;;;;;10;1;12;0;3;12
;lagoaaraca;46;1;recife;;16;6;1431;;3;7;;;;;7;0;5;0;5;10
;lagoaaraca;30;2;recife;;16;6;954;;3;6;;;;;29;0;19;0;19;34
;lagoaaraca;22;1;recife;;17;5;477;;3;6;;;;;46;0;44;0;44;53
;lagoaaraca;34;1;recife;;15;6;477;;7;1;;;;;36;0;29;0;29;42
;lagoaaraca;23;1;recife;;16;6;954;;7;6;;;;;2;1;3;1;1;3
;lagoaaraca;62;1;recife;;16;1;1431;;7;7;;;;;37;0;31;0;31;43
;lagoaaraca;46;1;recife;;16;6;2385;;3;7;;;;;12;0;9;0;9;15
;lagoaaraca;19;2;recife;;16;1;954;;7;1;;;;;3;0;1;0;1;5
;lagoaaraca;28;2;recife;;18;5;477;;3;6;;;;;32;0;23;0;23;38
;lagoaaraca;45;1;recife;;15;6;477;;7;1;;;;;37;0;31;0;31;43
;lagoaaraca;27;1;recife;;15;5;477;;7;6;;;;;43;0;40;0;40;50
;lagoaaraca;44;1;recife;;20;2;4270;;3;7;;;;;28;1;39;1;5;39
;lagoaaraca;42;2;recife;;16;2;954;;2;7;;;;;40;0;35;0;35;46
;lagoaaraca;40;1;recife;;20;2;2385;;3;7;;;;;33;1;41;0;6;41
;lagoaaraca;59;2;recife;;16;3;2385;;7;1;;;;;10;1;12;0;3;12
;lagoaaraca;54;1;recife;;18;6;1431;;3;7;;;;;25;0;15;0;15;30
;lagoaaraca;22;2;recife;;15;3;2385;;3;7;;;;;47;0;45;0;45;54
;lagoaaraca;48;2;recife;;22;1;2385;;3;7;;;;;35;0;28;0;28;41
;lagoaaraca;48;2;recife;;13;6;954;;2;7;;;;;31;0;22;0;22;37
;lagoaaraca;82;1;recife;;20;3;2385;;2;7;;;;;24;1;30;0;5;30
;lagoaaraca;62;2;recife;;15;6;954;;2;6;;;;;12;1;15;0;3;15
;lagoaaraca;24;2;recife;;20;2;1431;;3;7;;;;;35;0;28;0;28;41
;lagoaaraca;26;1;recife;;20;2;1431;;3;7;;;;;35;0;28;0;28;41
;lagoaaraca;44;1;recife;;20;6;4270;;3;7;;;;;10;1;12;0;3;12
;lagoaaraca;79;1;recife;;16;3;1431;;2;6;;;;;38;0;32;0;32;44
;lagoaaraca;63;1;recife;;16;6;1431;;2;6;;;;;42;0;38;0;38;48
;lagoaaraca;31;1;recife;;16;2;954;;3;6;;;;;23;0;16;0;16;28
;lagoaaraca;59;1;recife;;16;6;954;;2;6;;;;;20;1;24;0;4;24
;lagoaaraca;43;2;recife;;20;1;2385;;3;7;;;;;30;1;40;0;5;40
;lagoaaraca;24;1;recife;;16;2;954;;3;7;;;;;14;0;11;1;11;18
;lagoaaraca;28;1;recife;;16;1;954;;3;6;;;;;21;0;17;0;17;26
;lagoaaraca;54;1;recife;;17;1;1431;;2;2;;;;;27;0;16;0;16;32
;lagoaaraca;70;2;recife;;0;3;477;;3;7;;;;;26;1;36;0;5;36
;lagoaaraca;50;1;recife;;13;6;477;;7;1;;;;;46;0;44;0;44;53
;lagoaaraca;48;1;recife;;16;1;1431;;7;6;;;;;5;1;7;1;2;7
;lagoaaraca;68;1;recife;;7;3;477;;7;1;;;;;21;0;17;0;17;26
;lagoaaraca;42;2;recife;;8;6;477;;7;2;;;;;26;1;36;0;5;36
;lagoaaraca;52;2;recife;;13;6;477;;7;1;;;;;6;1;8;0;2;8
;lagoaaraca;38;2;recife;;16;3;477;;7;1;;;;;47;0;45;0;45;54
;lagoaaraca;30;1;recife;;15;0;477;;3;6;;;;;47;1;49;1;7;49
;lagoaaraca;57;1;recife;;16;6;1431;;3;7;;;;;40;0;35;0;35;46
;lagoaaraca;33;2;recife;;22;2;1431;;7;6;;;;;8;1;10;1;3;10
;lagoaaraca;58;2;recife;;16;2;954;;2;6;;;;;44;0;41;0;41;51
;lagoaaraca;60;1;recife;;13;2;1431;;2;1;;;;;34;0;26;0;26;40
;lagoaaraca;60;2;recife;;5;2;477;;2;7;;;;;17;1;20;1;4;20
;lagoaaraca;47;2;recife;;16;6;477;;7;7;;;;;3;0;1;0;1;5
;lagoaaraca;67;1;recife;;16;3;477;;7;7;;;;;42;0;38;0;38;48
;lagoaaraca;34;1;recife;;16;2;1431;;2;2;;;;;7;0;5;0;5;10
;lagoaaraca;36;2;recife;;16;2;954;;2;2;;;;;40;0;35;0;35;46
;lagoaaraca;43;1;recife;;15;2;2385;;2;6;;;;;11;0;8;0;8;14
;lagoaaraca;19;1;recife;;15;2;477;;2;7;;;;;42;0;38;0;38;48
;lagoaaraca;43;1;recife;;20;2;1431;;7;1;;;;;48;0;46;0;46;55
;lagoaaraca;51;2;recife;;16;3;2385;;3;1;;;;;25;0;15;0;15;30
;lagoaaraca;49;1;recife;;20;6;954;;3;7;;;;;43;0;40;0;40;50
;lagoaaraca;44;1;recife;;11;2;477;;7;7;;;;;13;0;10;0;10;17
;lagoaaraca;69;1;recife;;17;3;1431;;2;2;;;;;11;1;14;1;3;14
;lagoaaraca;61;1;recife;;16;3;477;;3;6;;;;;33;0;25;0;25;39
;lagoaaraca;51;2;recife;;22;2;2385;;3;7;;;;;21;0;17;0;17;26
;lagoaaraca;52;1;recife;;22;6;4270;;3;7;;;;;32;0;23;0;23;38
;lagoaaraca;40;2;recife;;22;6;8500;;7;1;;;;;1;1;3;0;1;3
;lagoaaraca;39;2;recife;;15;6;2385;;7;1;;;;;7;0;5;0;5;10
;lagoaaraca;59;1;recife;;16;1;2385;;7;2;;;;;30;1;40;0;5;40
;lagoaaraca;45;1;recife;;22;2;4270;;3;7;;;;;43;0;40;0;40;50
;lagoaaraca;41;1;recife;;20;6;8500;;2;1;;;;;21;0;17;0;17;26
;lagoaaraca;70;1;recife;;20;3;2385;;2;2;;;;;6;0;4;0;4;8
;lagoaaraca;60;1;recife;;20;3;8500;;7;6;;;;;21;0;17;0;17;26
;lagoaaraca;29;1;recife;;20;6;4270;;3;6;;;;;22;0;14;0;14;27
;lagoaaraca;49;2;recife;;20;6;2385;;3;7;;;;;12;0;9;0;9;15
;lagoaaraca;39;1;recife;;22;1;8500;;3;7;;;;;21;0;17;0;17;26
;lagoaaraca;55;1;recife;;22;3;1431;;7;1;;;;;21;0;17;0;17;26
;lagoaaraca;27;2;recife;;22;1;4270;;7;2;;;;;31;0;22;0;22;37
;lagoaaraca;72;2;recife;;20;3;2385;;7;6;;;;;23;0;16;0;16;28
;lagoaaraca;37;1;recife;;17;2;1431;;3;6;;;;;2;0;1;0;1;3
;lagoaaraca;62;2;recife;;20;3;8500;;2;1;;;;;49;0;44;0;44;56
;lagoaaraca;36;1;recife;;20;2;2385;;2;7;;;;;4;0;3;0;3;6
;lagoaaraca;25;1;recife;;17;1;1431;;3;6;;;;;29;0;19;0;19;34
;lagoaaraca;28;2;recife;;16;2;954;;7;1;;;;;13;0;10;0;10;17
;lagoaaraca;33;1;recife;;20;2;1431;;3;7;;;;;17;0;14;0;14;21
;lagoaaraca;48;2;recife;;16;2;954;;7;1;;;;;13;0;10;0;10;17
;lagoaaraca;71;2;recife;;20;3;4270;;2;1;;;;;44;0;41;0;41;51
;lagoaaraca;70;1;recife;;18;3;2385;;7;1;;;;;49;0;44;0;44;56
;lagoaaraca;50;1;recife;;16;3;1431;;2;1;;;;;17;0;14;0;14;21
;lagoaaraca;35;2;recife;;22;6;8500;;3;7;;;;;18;0;15;0;15;22
;lagoaaraca;51;2;recife;;17;2;1431;;7;7;;;;;5;1;7;0;2;7
;lagoaaraca;48;2;recife;;13;7;954;;7;7;;;;;1;1;3;1;1;3
;lagoaaraca;48;1;recife;;13;1;1431;;7;6;;;;;33;1;41;0;6;41
;lagoaaraca;23;1;recife;;7;2;954;;2;1;;;;;8;1;10;0;3;10
;lagoaaraca;38;2;recife;;22;1;2385;;2;7;;;;;40;0;35;0;35;46
;lagoaaraca;59;1;recife;;17;6;2385;;2;7;;;;;18;1;21;0;4;21
;lagoaaraca;55;2;recife;;20;6;2385;;2;7;;;;;18;1;26;0;4;26
;lagoaaraca;19;1;recife;;20;2;477;;2;7;;;;;38;1;44;1;6;44
;lagoaaraca;43;1;recife;;22;6;4270;;2;6;;;;;43;0;40;0;40;50
;lagoaaraca;31;1;recife;;18;5;1431;;2;6;;;;;13;1;16;0;4;16
;lagoaaraca;35;1;recife;;16;2;954;;3;7;;;;;25;1;35;0;5;35
;lagoaaraca;52;2;recife;;19;2;954;;2;7;;;;;37;1;43;1;6;43
;lagoaaraca;55;1;recife;;15;2;1431;;2;2;;;;;38;1;44;0;6;44
;lagoaaraca;55;2;recife;;17;2;954;;2;6;;;;;16;1;19;0;4;19
;lagoaaraca;30;1;recife;;22;2;4270;;7;7;;;;;10;0;8;0;8;13
;lagoaaraca;21;1;recife;;17;5;477;;3;1;;;;;5;1;7;1;2;7
;lagoaaraca;59;1;recife;;15;2;954;;7;7;;;;;28;0;17;0;17;33
;lagoaaraca;62;1;recife;;15;2;954;;7;7;;;;;5;0;3;0;3;7
;lagoaaraca;63;1;recife;;19;2;1431;;3;7;;;;;38;0;32;0;32;44
;lagoaaraca;78;1;recife;;16;3;8500;;2;7;;;;;23;1;30;0;5;30
;lagoaaraca;24;2;recife;;19;5;954;;3;6;;;;;12;1;9;0;3;9
;lagoaaraca;49;2;recife;;19;1;477;;7;7;;;;;4;1;5;0;2;5
;lagoaaraca;19;2;recife;;13;1;477;;7;7;;;;;42;1;46;1;6;46
;lagoaaraca;26;2;recife;;13;6;477;;7;7;;;;;12;1;15;0;3;15
;lagoaaraca;64;2;recife;;20;6;1431;;3;7;;;;;30;0;20;0;20;35
;lagoaaraca;33;1;recife;;15;6;954;;7;7;;;;;7;0;5;0;5;10
;lagoaaraca;63;2;recife;;20;3;4270;;3;6;;;;;49;1;50;0;7;50
;lagoaaraca;65;1;recife;;20;3;4270;;3;6;;;;;8;1;10;1;3;10
;lagoaaraca;37;2;recife;;20;2;954;;2;2;;;;;8;1;10;1;3;10
;lagoaaraca;20;1;recife;;18;5;477;;3;7;;;;;26;1;36;0;5;36
;lagoaaraca;46;1;recife;;22;6;8500;;3;7;;;;;3;1;7;1;2;7
;lagoaaraca;37;2;recife;;16;2;477;;3;6;;;;;23;1;30;0;5;30
;lagoaaraca;73;2;recife;;16;3;477;;2;6;;;;;37;0;31;0;31;43
;lagoaaraca;61;2;recife;;20;6;954;;3;7;;;;;16;0;13;0;13;20
;lagoaaraca;78;1;recife;;20;3;1431;;3;7;;;;;33;1;41;1;6;41
;lagoaaraca;23;1;recife;;20;1;2385;;3;2;;;;;46;0;44;0;44;53
;lagoaaraca;24;1;recife;;16;6;954;;3;2;;;;;36;1;43;0;6;43
;lagoaaraca;35;1;recife;;16;6;954;;3;6;;;;;2;1;5;1;1;5
;lagoaaraca;33;1;recife;;20;1;2385;;3;6;;;;;4;1;7;1;2;7
;lagoaaraca;76;1;recife;;20;3;8500;;;1;;;;;16;0;13;0;13;20
;lagoaaraca;69;2;recife;;16;3;954;;3;7;;;;;9;0;7;0;7;12
;lagoaaraca;35;2;recife;;22;1;954;;2;1;;;;;7;1;9;1;3;9
;lagoaaraca;26;1;recife;;16;6;1431;;3;6;;;;;48;1;50;1;7;50
;lagoaaraca;42;2;recife;;20;0;8500;;2;7;;;;;2;1;3;1;1;3
;lagoaaraca;27;1;recife;;20;2;2385;;2;7;;;;;10;1;12;1;3;12
;lagoaaraca;48;1;recife;;20;7;954;;3;7;;;;;20;0;16;0;16;24
;lagoaaraca;43;1;recife;;20;6;954;;7;7;;;;;28;0;17;0;17;33
;lagoaaraca;85;2;recife;;16;0;477;;7;6;;;;;44;1;47;0;7;47
;lagoaaraca;62;1;recife;;16;2;4270;;3;7;;;;;3;1;5;1;2;5
;lagoaaraca;29;1;recife;;17;6;2385;;3;6;;;;;15;0;12;0;12;19
;lagoaaraca;38;1;recife;;16;2;2385;;7;6;;;;;48;1;50;1;7;50
;lagoaaraca;45;2;recife;;20;2;2385;;3;7;;;;;16;1;19;1;4;19
;lagoaaraca;76;2;recife;;16;3;477;;2;7;;;;;29;0;19;0;19;34
;lagoaaraca;53;1;recife;;22;1;8500;;2;2;;;;;34;0;26;0;26;40
;lagoaaraca;51;1;recife;;22;1;2385;;5;7;;;;;22;1;30;0;5;30
;lagoaaraca;50;2;recife;;16;2;4270;;7;1;;;;;5;1;7;0;2;7
